 Kranke und ältere Menschen unterliegen einem besonderen Risiko, bei einer Ansteckung mit dem Coronavirus einen schweren Krankheitsverlauf zu erleiden. Die Besuchsrechte in Kliniken, Krankenhäusern und Pflegeeinrichtungen sind daher deutlich eingeschränkt. Zudem sind Patient:innen und Bewohner:innen dazu verpflichtet, eine FFP2-Maske ohne Ventil bzw. eine medizinische Gesichtsmaske zu tragen, wenn sie sich nicht auf ihrem Zimmer aufhalten oder Besuch empfangen. Schwerstkranke und sterbende Bewohner:innen von Pflegeeinrichtungen sind hiervon ausgenommen. Darüber hinaus sollen Bewohner:innen von Pflegeeinrichtungen mindestens einmal pro Woche auf das Coronavirus getestet werden. Sofern sie vollständig geimpft sind oder als genesen gelten, sollte die Testung mindestens alle zwei Woche stattfinden. Besuchsverbot für Personen mit Covid-19-Symptomem In Krankenhäusern und teilstationären Pflegeeinrichtungen gilt ein grundsätzliches Besuchsverbot für Personen, die laut den aktuellen Kriterien des Robert Koch-Instituts typische Covid-19-Symptome zeigen. Ausnahmen sind nur in besonders begründeten Einzelfällen und durch schriftliche Genehmigung des jeweiligen Krankenhauses möglich. In Krankenhäusern und Pflegeeinrichtungen gilt die grundsätzliche Pflicht zum Tragen einer FFP2-Maske ohne Ventil oder vergleichbaren Maske für Besucher:innen. Besuchseinschränkungen in Krankenhäusern Patient:innen in Krankenhäusern dürfen einmal täglich von einer Person für eine Stunde besucht werden. Voraussetzung hierfür ist, dass die Besucher:innen keine Covid-19-Symptome zeigen. Personen unter 16 Jahren, Schwerstkranke und sterbende Patient:innen dürfen grundsätzlich ohne Einschränkungen besucht werden. Auch für Neugeborene und ihre Mütter gilt das einstündige Besuchsrecht am Tag durch eine einzige Person. Geschwister des Babys unter 16 Jahren dürfen die besuchende Person begleiten. Gebärende dürfen sich zur Geburt in einem Krankenhaus von einer Person ihrer Wahl begleiten lassen. Für Personen, die mit der Seelsorge betraut sind, Urkundpersonen sowie notwendigen Personen bei gesetzlich vorgeschriebenen Anhörungen gilt keine Einschränkung des Besuchsrechts. Im Rahmen einer Gefährdungsabschätzung kann die Leitung eines Krankenhauses darüber hinaus gehende Einschränkungen der Besuchsrechte beschließen – etwa ein komplettes Besuchsverbot.;[(1705, 1987), (1351, 1704), (806, 1190), (560, 805), (152, 465), (1988, 2166), (1191, 1350), (466, 559)]
 Hierfür ist jedoch die Genehmigung des zuständigen Gesundheitsamts notwendig. Die zusätzlichen Einschränkungen müssen zudem zeitlich befristet erfolgen. Das Besuchsrecht für mit der Seelsorge betrauten Personen, Urkundpersonen und im Rahmen von gesetzlich vorgeschriebenen Anhörungen darf nicht eingeschränkt werden. Besuchseinschränkungen in Pflegeeinrichtungen Bewohner:innen von Pflegeinrichtungen dürfen täglich Besuch empfangen, sofern strenge Hygienerichtlinien eingehalten werden und sie während des Besuchs eine medizinische Gesichtsmaske tragen. Besucher:innen müssen innerhalb des Gebäudes zu jeder Zeit eine FFP2-Maske ohne Ausatemventil tragen. Die Maskenpflicht entfällt in den Zimmern der Bewohnenden, wenn alle Anwesenden vollständig geimpft sind oder nach einer Covid19-Erkrankung als genesen gelten. Auf dem Gelände der Pflegeeinrichtungen müssen Besucher:innen mindestens einen Mund-Nasen-Schutz tragen. Auch hier ist die Nutzung einer FFP2-Maske ohne Ausatemventil empfohlen. Weiterhin ist der Besuch nur Personen gestattet, die einen negativen POC-Antigen-Corona-Schnelltest oder einen negativen PCR-Test auf das Coronavirus vorweisen können. Das Testergebnis darf nicht älter als 24 Stunden sein. Für vollständig geimpfte Personen sowie Menschen, die nach einer Covid-19-Erkrankung genesen sind, entfällt die Testpflicht bei der Vorlage entsprechender Nachweise. Jede:r Bewohner:in darf täglich von zwei Personen besucht werden. Bei Besucher:innen von bis zu 12 Jahren ist ein:e dritte:r Besucher: in als Begleitperson zulässig. Selbiges gilt für Besuchende, die eine ständige Begleitperson benötigen. Besuche in Pflegeeinrichtungen sind innerhalb folgender Mindestbesuchszeiten möglich: täglich von 10 bis 17 Uhr an mindestens einem Tag am Wochenende sowie zwei weiteren Wochentagen von 09 bis 19 Uhr Darüber hinaus sind auch individuelle Terminvereinbarungen möglich. Schwerstkranke und Sterbende können ohne Einschränkung besucht werden. Hierbei sind jedoch gesteigerte Schutzmaßnahmen zum Schutze der anderen Bewohner:innen, sowie der Besucher:innen und Mitarbeiter:innen zu beachten. Das Besuchsrecht für mit der Seelsorge betrauten Personen, für Urkundpersonen und zur medizinisch-pflegerischen Versorgung darf nicht eingeschränkt werden.;[(818, 922), (1624, 1891), (318, 817), (154, 317), (2111, 2266), (1892, 2110), (996, 1384)]
 Veranstaltungen in Pflegeeinrichtungen Kulturelle Veranstaltungen – etwa Konzerte, Theatervorführungen oder Tanzveranstaltungen – dürfen unter Einhaltung der geltenden Abstandsregeln und Personenobergrenzen in Pflegeeinrichtungen stattfinden. Es gilt hierbei keine Masken- oder Testpflicht. Auch der gemeinsame Sport in den Innenräumen der Pflegeeinrichtungen ist ohne Vorlage eines negativen Testergebnisses erlaubt. Diese Bestimmungen gehen auf die Krankenhaus-Covid-19-Verordnung sowie die Pflegemaßnahmen-Covid-19-Verordnung zurück.;[(292, 418), (40, 291)]
" Pressemitteilung vom 26.11.2020 Der Senat hat heute auf Vorlage der Senatorin für Gesundheit, Pflege und Gleichstellung, Dilek Kalayci, die 13. Änderung der Infektionsschutzverordnung beschlossen. Das Land Berlin setzt damit die Ergebnisse der Ministerpräsidentenkonferenz mit der Bundeskanzlerin von gestrigen Mittwoch um und passt diese auf das Infektionsgeschehen in Berlin an. Die Infektionsschutzverordnung erhält folgende wesentliche Änderungen: Der Senat appelliert an die Bürgerinnen und Bürger, die eigene Häuslichkeit nur aus wichtigen Gründen zu verlassen. Arbeitgeberinnen und Arbeitgeber sind angehalten, unbürokratisch Home-Office für ihre Beschäftigten zu ermöglichen. Insbesondere ist jeder angehalten, auf Reisen zu verzichten. Der Aufenthalt im öffentlichen Raum im Freien, insbesondere auf Straßen, Wegen, Plätzen und in Grünanlagen ist nur allein, im Kreise der Ehe- oder Lebenspartnerinnen und-partner, Angehörige des eigenen Haushalts und für Personen, für die ein Sorge- oder Umgangsrecht besteht oder mit Angehörigen eines weiteren Haushaltes gestattet; es gilt eine Personenobergrenze von höchstens fünf zeitgleich anwesenden Personen, wobei Kinder bis zur Vollendung des 12. Lebensjahres nicht mitgezählt werden. Dies gilt auch für private Veranstaltungen oder private Zusammenkünfte. Die Ausnahme beim Aufenthalt im öffentlichen Raum für die Erbringung von Leistungen der Eingliederungshilfe wird erweitert, um die Teilhabebedarfe von Menschen mit Behinderungen zu decken. Die Pflicht zum Tragen einer Mund-Nasen-Bedeckung wird auf Parkplätze, das unmittelbare Umfeld von Einzelhandelsgeschäften, Dienstleistungs- und Handwerksbetrieben, sowie auf Warteschlangen ausgeweitet. Bei Geschäften mit einer Verkaufsfläche von bis zu 800 Quadratmetern gilt ein Richtwert von insgesamt höchstens einer Kundin oder Kunde pro 10 Quadratmetern Verkaufsfläche. Bei Geschäften mit einer Verkaufsfläche ab 801 Quadratmetern insgesamt gilt auf einer Fläche von 800 Quadratmetern ein Richtwert von höchstens einer Kundin oder Kunde pro 10 Quadratmetern Verkaufsfläche und auf der 800 Quadratmeter übersteigenden Fläche von höchstens einer Kundin oder Kunde pro 20 qm Verkaufsfläche. Für Einkaufszentren ist die jeweilige Gesamtverkaufsfläche maßgeblich. Unterschreiten die Verkaufsfläche oder der Geschäftsraum eine Größe von 20 Quadratmeter, darf jeweils höchstens eine Kundin oder ein Kunde eingelassen werden. Aufenthaltsanreize dürfen nicht geschaffen werden. Insbesondere sind die Verkehrsflächen von Verkaufsständen freizuhalten.";[(1704, 2547), (746, 1311), (1312, 1500), (1501, 1703)]
 Die befristete Geltungsdauer für Personenobergrenzen bei Veranstaltungen lediglich bis zum 30. November wird gestrichen. Demnach sind Veranstaltungen im Freien mit mehr als 100 zeitgleich Anwesenden sowie Veranstaltungen in geschlossenen Räumen mit mehr als 50 zeitgleich Anwesenden verboten. Personen, die im Rahmen der künstlerischen Berufsausübung auf der Grundlage vertraglicher Verpflichtungen im Land Berlin an Proben oder Veranstaltungen in Oper, Theater, Tanztheater oder Konzert teilnehmen und aus diesem Grund nach Berlin ein- oder zurückreisen, sind von der Pflicht zur häuslichen Quarantäne ausgenommen, sofern sie über ein negatives Testergebnis in Bezug auf eine Infektion mit dem Coronavirus SARS-CoV-2 verfügen. Die geänderte Infektionsschutzverordnung ist zunächst bis zum 22. Dezember gültig und tritt einen Tag nach der Veröffentlichung im Gesetz- und Verordnungsblatt des Landes Berlin in Kraft. Sie finden diese dann auf: https: //www.berlin.de/corona/. Pressekontakt: Moritz Quiske, Pressesprecher der Senatsverwaltung für Gesundheit, Pflege und Gleichstellung 030 / 9028-2853 pressestelle@sengpg.berlin.de;[(1, 293), (294, 728)]
 Pressemitteilung vom 21.07.2020 Aus der Sitzung des Senats am 21. Juli 2020: Der Berliner Senat hat in der heutigen Sitzung die Änderungen der SARS-CoV-2-Infektionsschutzverordnung beschlossen, die die aktuelle Pandemieentwicklung im Land Berlin sowie den zunehmenden Reiseverkehr berücksichtigen. Der Senat hat in diesem Zusammenhang unter anderem weitere Lockerungen im Sport beschlossen. Neben den schon bisherigen Möglichkeiten kontaktlosen Sport zu treiben, sind nun auch wieder Kontaktsportarten zulässig. So gelten für Mannschafts- und Gruppensport feste Trainingsgruppen von höchstens 30 Personen einschließlich des Funktionsteams. Für Kampfsport gelten feste Trainingsgruppen von höchstens vier Personen zuzüglich des Funktionsteams, also der Übungsleitung. Die Zahl der insgesamt zulässigen Trainingsgruppen richtet sich nach der Größe der genutzten Sportanlage. Zudem ist das Tanzen für feste Tanzpaare ebenso gestattet wie die sportliche Nutzung von Segel- und Ruderbooten sowie Kanus. Die Verantwortlichen sind verpflichtet vor Beginn der Sporteinheit auf die Einhaltung des Schutz- und Hygienekonzepts hinzuweisen und für dessen Umsetzung Sorge zu tragen. Zudem ist eine Anwesenheitsdokumentation verpflichtend. Der Wettkampfbetrieb in kontaktfreien Sportarten ist bereits grundsätzlich zulässig, soweit er im Rahmen eines Nutzungs- und Hygienekonzeptes des jeweiligen Sportfachverbandes stattfindet. Der Wettkampfbetrieb der übrigen Sportarten ist ab dem 21. August 2020 zulässig. Für deren überregionalen Ligenbetrieb wird der Wettkampfbetrieb ab dem 15. August 2020 zugelassen. Aufgrund der weltweiten Zunahme des Reiseverkehrs war es zudem notwendig, die erlassenen Regelungen zur Reisequarantäne im Land Berlin anzupassen. Erneut aufgenommen wurden Ausnahmeregelungen, die diesen Umstand besonders berücksichtigen, indem sie beispielsweise Personen, die beruflich bedingt grenzüberschreitend andere Personen, Waren und Güter transportieren von der Reisequarantäne ausnehmen. Die Ausnahmeregelung gilt allerdings nur, wenn diese Personen sich weniger als 72 Stunden in einem sogenannten Risikogebiet aufgehalten haben oder sich weniger als 48 Stunden im Land Berlin aufhalten. Weitere Änderungen ergeben sich im Bereich Kultur:;[(1596, 2195), (1227, 1595), (999, 1170), (999, 1226), (392, 998)]
 In geschlossenen Räumen darf nun gemeinsam gesungen werden, wenn die im Hygienerahmenkonzept der für Kultur zuständigen Senatsverwaltung festgelegten Hygiene- und Infektionsschutzstandards eingehalten werden. In Gaststätten und Schankwirtschaften dürfen Speisen und Getränke nun an Tischen sowie sitzend an Theken und Tresen verzehrt werden. Die Bestuhlung ist so vorzunehmen, dass zwischen Personen ein Mindestabstand von 1, 5 Metern eingehalten wird. Gruppen von bis zu sechs Personen dürfen mit weniger als 1, 5 Metern Abstand untereinander an einem Tisch sitzen. Im Freien kann der Mindestabstand unterschritten werden, sofern der Schutz vor Tröpfcheninfektionen und Aerosolen sichergestellt ist. Im Abstandsbereich dürfen sich keine Personen aufhalten. Mit Inkrafttreten der Zweiten Verordnung zur Änderung der SARS-CoV-2-Infektionsschutzverordnung dürfen nunmehr Trockensaunen wieder öffnen. Aufgüsse bleiben jedoch weiterhin verboten. Die Änderung der Infektionsschutzverordnung tritt am Tag nach der Veröffentlichung im Gesetz- und Verordnungsblatt in Kraft.;[(210, 758), (1, 209), (759, 942)]
 Ausgangssperre: Was würde das für den Bürger bedeuten? Das Wichtigste vorab: Eine Ausgangssperre gibt es in der Hauptstadt noch nicht. Wird jedoch eine Ausgangssperre wegen des Coronavirus verhängt, darf dann niemand mehr Haus oder Wohnung verlassen? Nicht ganz. Was der Status bedeutet. © dpa Informationen zum Coronavirus Pressemitteilungen, Statistiken und Maßnahmen: Die offiziellen Informationen des Landes Berlin zum Coronavirus (SARS-CoV-2). mehr Um die Ausbreitung des neuartigen Coronavirus zu verlangsamen, setzen einige Staaten, Städte und Landkreise inzwischen auf eine Ausgangssperre. Was heißt das für die Bürger? Wann gelten Ausgangssperren? Ausgangssperren werden oft als Teil eines Notstandsgesetzes verhängt. Auch bei Katastrophenfällen oder in Ausnahmezuständen werden sie verkündet - etwa um die Ausbreitung einer Seuche zu verhindern oder zu verlangsamen. Mit der Ausbreitung des neuartigen Coronavirus Sars-CoV-2, der die Lungenerkrankung Covid-19 auslösen kann, haben erste EU-Länder gebietsweise oder landesweit Ausgangssperren angeordnet, darunter Italien, Spanien, Frankreich, Österreich und Belgien. Welche Beschränkungen gibt es? Form und Umfang von Ausgangssperren werden individuell von den Behörden festgelegt und richten sich nach der aktuellen Situation. In Bezug auf die Coronakrise etwa müssen die Spanier und Italiener während des Alarmzustands möglichst zu Hause bleiben. Erlaubt bleibt weiterhin, Lebensmittel und Medikamente einzukaufen, zur Arbeit oder zum Arzt zu gehen. wer Ältere, Kinder oder Hilfsbedürftige betreuen muss, darf auch hierfür sein Zuhause verlassen. Wer rausgeht, muss auf einem Formular den Grund für das Verlassen des Hauses angegeben. Darf ich den Hund gassi führen? Ja, auch das ist in Ländern mit Corona-Ausgangssperre erlaubt. Hundehalter sollten dabei berücksichtigen, dass sie nur einzeln auf die Straße gehen, sich nicht weit von Haus oder Wohnung entfernen, nur kurz spazieren gehen und Abstand zu anderen Menschen und Tieren halten. Nach dem Gassigehen bitte gründlich die Hände waschen. Wer coronabedingt selbst in Quarantäne ist, darf nicht mit dem Hund raus. Hier müssen Freunde oder Nachbarn einspringen. © Center for Disease Control/Planet;[(1698, 2003), (78, 135), (1410, 1609), (1289, 1409), (2059, 2132), (1610, 1697)]
 Pix via ZUMA Wire/dpa Coronavirus: Ansteckung, Symptome, Impfung Das Coronavirus, das in Wuhan in China erstmals nachgewiesen wurde und eine Lungenkrankheit auslösen kann, breitet sich aus. Die wichtigsten Fakten zu Covid-19. mehr Was, wenn ich die Ausgangssperre missachte? Die Ausgangssperren in Italien und Spanien werden von Polizei, Sicherheitskräften und Ordnungsämtern überwacht. Wer sich nicht daran hält, kann mit einer Strafe belegt werden. In Frankreich werden zwischen 38 und 135 Euro fällig. Auch Haftstrafen sind möglich. Bei Missachtung einer amtlich verordneten Quarantäne drohen Infizierten sogar mehrjährige Freiheitsstrafen und Bußgelder in Höhe von mehreren zehntausend Euro. Wie ist die Situation in Berlin? In Berlin und ganz Deutschland gilt seit Montag (23. März 2020) ein Kontaktverbot. Darauf einigten sich Bund und Länder am Sonntag. Die neuen Regelungen sehen vor, dass die Bürger soziale Kontakte soweit wie möglich reduzieren, im öffentlichen Raum einen Mindestabstand von 1, 5 Metern einhalten, Gastronomie- und Dienstleistungsbetriebe geschlossen werden. Der Aufenthalt im öffentlichen Raum ist nur alleine oder mit einer weiteren Person oder im Kreis der Angehörigen des eigenen Hausstands gestattet. Das Kontaktverbot gilt zunächst bis zum 5. April 2020. Eine generelle Ausgangssperre gibt es nicht. Der Gang zur Arbeit, zum Supermarkt oder Bewegung an der frischen Luft sind also nach wie vor erlaubt. © dpa So funktioniert Social Distancing Kontakt reduzieren, Abstand halten: Nur so lässt sich die Ausbreitung des Coronavirus eindämmen. Doch was bedeutet das genau? Was ist jetzt noch in Ordnung, was nicht mehr? mehr;[(537, 696), (1235, 1289), (1088, 1234), (862, 1087), (1290, 1437), (730, 812), (388, 536)]
 Berlin - Genau 39.503 Babys kamen 2019 in Berlin zur Welt. Fast 800 von ihnen auf eher ungewöhnliche Art: Sie wurden ambulant entbunden. Schon wenige Stunden nach der Geburt verlassen Mutter und Kind die Klinik. Wie funktioniert das? Die Geburt eines Kindes ist immer ein einzigartiges Ereignis. Neun Monate lang haben sich die werdende Mutter und der Vater des Babys darauf gefreut. Doch Corona hat auch hier vieles verändert. In Zeiten, in denen sich manchmal sogar Patienten mit Herzinfarkten oder Schlaganfällen nicht mehr in eine Klinik trauten, weil sie sich vor einer Covid-19-Ansteckung fürchteten, haben auch Schwangere zunehmend Angst, sich diesem Risiko auszusetzen. Nicht länger als unbedingt nötig in der Klinik Ein weiterer Grund, der die Vorfreude auf das Baby bisweilen trübt, sind die neuen Abstands- und immer noch sehr eingeschränkten Besuchsregelungen. „Viele junge Mütter bedauern es, dass pro Tag nur eine Person für lediglich eine Stunde pro Tag in ihr Zimmer darf“, weiß Michael Untch, Chefarzt der Gynäkologie und Geburtshilfe im Helios Klinikum Berlin-Buch. Da sei die ambulante Entbindung ein guter Kompromiss. Sie biete sowohl medizinische Sicherheit als auch die Möglichkeit, schnell wieder nach Hause zu können. Immer mehr Frauen machen davon Gebrauch. „Angesichts unserer jährlich fast 3000 Entbindungen ist das zwar nicht allzu oft der Fall, trotzdem hat sich die Zahl der ambulanten Geburten bei uns seit Corona nahezu verdoppelt“, sagt Untch. „Früher kam das etwa einmal pro Woche vor. Heute sind es im Schnitt zwei und manchmal sogar drei Mütter pro Woche, die sich dazu entschließen.“ Solange Mutter und Kind gesund sind und medizinisch nichts gegen eine frühzeitige Entlassung spricht, haben die Ärzte nichts dagegen. Meist sind es ambulant Gebärende Frauen, die schon ein oder mehrere Kinder haben und wissen, was auf sie zukommt. „Doch auch Erstgebärende“, so Untch, „wollen manchmal nicht länger als unbedingt nötig in der Klinik bleiben.“ In diesen Fällen werden Mutter und Kind nach der Geburt in der Regel etwa vier Stunden im Kreißsaal überwacht. Nach einer ärztlichen Entlassungsuntersuchung dürfen sie nach Hause gefahren werden. Geburtskliniken für Frühchen oder bei Krankheiten;[(875, 988), (794, 872)]
 Berlin - Veranstaltungen im Freien dürfen bald wieder voller werden. Der Berliner Senat beschloss am Dienstag weitere Lockerungen der Corona-Maßnahmen ab dem 3. Juli. So sollen die bisherigen Kontaktbeschränkungen nur noch in geschlossenen Räumen gelten. Die bisher geltenden Beschränkungen, nach denen sich höchstens zehn Personen aus maximal fünf Haushalten plus Kinder bis 14 Jahre treffen durften, werden für den Aufenthalt draußen weitgehend aufgehoben. Nach Angaben von Finanzsenator Matthias Kollatz (SPD) soll es aber „eine Orientierungsgröße“ geben: Private Treffen im Freien sind mit bis zu 100 Personen erlaubt. Veranstaltungen im Freien sind mit bis zu 2000 zeitgleich Anwesenden erlaubt, in geschlossenen Räumen mit bis zu 500 zeitgleich Anwesenden. Bei Veranstaltungen unter freiem Himmel ist ab 500 Personen der Nachweis eines negativen Corona-Tests Pflicht. Ab dem 3. Juli dürfen zudem die Hochschulen wieder für den Publikumsverkehr öffnen. Dies ermögliche Nachholprogramme in den Semesterferien, sagte Kollatz. Im Einzelhandel entfällt die Pflicht zur Terminvergabe und zur Anwesenheitsdokumentation. Damit müssen die Kontaktdaten wie die Adresse des Kunden zum Beispiel beim Einkaufen im Elektronikmarkt nicht mehr per App oder schriftlich auf Papier erfasst werden. Das betrifft auch unter anderem Museen, Galerien und Bibliotheken. FFP2-Maske im öffentlichen Personennahverkehr bleibt Pflicht In Sportanlagen und Fitnessstudios muss keine FFP2-Maske mehr getragen werden, eine medizinische Maske genügt. Gleiches gilt für den Besuch von Volkshochschulen und Einrichtungen der Erwachsenenbildung oder auch Musikschulen, Tanzstudios und Einrichtungen im Sinne des Schulgesetzes und der beruflichen Bildung. Im öffentlichen Personennahverkehr gilt die Pflicht zur FFP2-Maske weiterhin, ebenso im Einzelhandel, Museen und Theatern. Hintergrund der Lockerungen ist die Entwicklung des Infektionsgeschehens in Berlin. In den vergangenen sieben Tagen wurden nach den aktuellen Daten des Robert Koch-Instituts nur noch 7, 1 Neuinfektionen je 100.000 Einwohner gemeldet. Vor einer Woche hatte die Sieben-Tage-Inzidenz noch bei 13, 6 gelegen. Kollatz begründete die Entscheidung, Lockerungsschritte nur alle 14 Tage vorzunehmen mit Vorsicht.;[(875, 958), (764, 874), (1354, 1414), (1030, 1353), (1727, 1849), (1415, 1726), (560, 623), (168, 459), (624, 763)]
 Berlin - Menschen mit Corona-Impfschutz dürfen in Berlin auch ohne Schnelltest zum Einkaufen, ins Museum oder zum Friseur. Ab Samstag gilt in der Hauptstadt eine neue Verordnung mit Regeln zu Corona-Maßnahmen. Die Änderungen hat der Senat am Dienstag beschlossen. Ein Überblick: Mehr Freiheiten für Geimpfte: Wer bereits zweimal gegen Corona geimpft wurde, soll künftig die gleichen Rechte haben wie andere mit einem aktuellen negativen Testergebnis. Vor dem Besuch in der Ausstellung oder dem Termin im Kosmetiksalon entfällt das Schlange stehen an der Teststelle. Als Nachweis gilt der Impfpass. Voraussetzung ist, dass die Zweitimpfung mindestens 15 Tage zurückliegt. Keine Privilegien für Corona-Genesene: Menschen, die schon einmal an Corona erkrankt waren und inzwischen wieder gesund sind, profitieren nicht. Wer geltend macht, er sei dadurch vor Infektionen geschützt und die gleichen Rechte wie Geimpfte verlangt, kommt damit nicht durch. Sport für Kinder: Kindern ist Sport im Freien in festen Gruppen von höchstens 20 anwesenden Personen plus einer betreuenden Person erlaubt. Zuvor galt für die Kinder ein Höchstalter von 12 Jahren, ab Samstag sind es 14 Jahre. Maskenpflicht für Kinder: Maskenpflicht für Kinder: FFP2-Masken, die beispielsweise beim Einkaufen oder in Bus und Bahn vorgeschrieben sind, sind erst für Personen ab 14 Jahren verpflichtend. Für Kinder und Jugendliche zwischen 6 und 14 Jahren reicht eine normale OP-Maske. Testpflicht für Kinder: Generell gilt, dass überall da, wo ein negatives Testergebnis vorgeschrieben ist, Kinder bis zum vollendeten 6. Lebensjahr ausgenommen sind. Das war bisher nicht geregelt. Testpflicht für Fahrstunden: Kunden von Fahrschulen müssen künftig ein negatives Testergebnis vorlegen, wenn sie zur Fahrstunde kommen. Das gilt auch für Flug- oder Bootsschulen und ähnliche Einrichtungen. Gültigkeit von Test-Bestätigungen: Bisher musste zum Beispiel in Geschäften oder Museen ein tagesaktuelles negatives Testergebnis vorgelegt werden. Künftig lautet die Regel: Das negative Testergebnis darf nicht älter als 24 Stunden sein. Wer sich am frühen Abend testen lässt, kann mit der Testbestätigung somit noch am späten Nachmittag des nächsten Tages einkaufen.;[(567, 671), (2025, 2088), (1614, 1644), (1851, 1998), (1201, 1448), (280, 451), (10, 123), (949, 1088), (1645, 1850), (1449, 1613), (1089, 1174)]
 Eine solche Regelung hatte unter anderem der Einzelhandel gefordert. Schnelltests am Arbeitsplatz: Arbeitnehmer, die körperlichen Kontakt zum Beispiel zu Kunden haben, müssen sich zweimal in der Woche auf eine Infektion testen lassen. Das gilt laut der neuen Verordnung für Mitarbeiter von privaten und öffentlichen Arbeitgebern und auch für Selbstständige mit direktem Kundenkontakt und deren Beschäftigte. Angebotspflicht der Arbeitgeber: Entsprechend sind private und öffentliche Arbeitgeber einschließlich der Justiz verpflichtet, ihren Mitarbeitern, die zumindest zum Teil an ihrem Arbeitsplatz sein müssen, zweimal pro Woche einen kostenlosen Corona-Schnelltest anzubieten. Corona-Lockdown bis 9. Mai verlängert: Die übrigen bisher schon geltenden Corona-Maßnahmen werden bis zum 9. Mai verlängert. Die bisherige Verordnung war bis Sonntag (18.4.) befristet. Kontaktbeschärnkungen: Damit gelten zum Beispiel Kontaktbeschränkungen weiter. Im Freien dürfen sich maximal fünf Personen aus zwei Haushalten plus Kinder bis 14 Jahren treffen. Nachts ist der Aufenthalt im Freien nur allein oder zu zweit gestattet – in beiden Fällen werden Kinder nicht mitgezählt. Notbremse: Einheitliche Corona-Regeln für ganz Deutschland Wie lange die Regeln der Verordnung gelten, ist nicht sicher. Geplant sind Änderungen am Infektionsschutzgesetz mit dem Ziel, die Corona-Regeln in Deutschland zu vereinheitlichen und eine bundesweit verbindliche Notbremse für Regionen einzuziehen, in denen die Inzidenz bei 100 Infizierten pro 100.000 binnen einer Woche oder höher liegt. Das würde nach derzeitigem Stand auch für Berlin gelten.;[(409, 680), (681, 865), (945, 1165), (866, 944), (70, 408)]
" Berlin - Der Sommer ist da. Passend dazu sind ab Freitag viele Freizeitaktivitäten in Berlin wieder möglich. Ausgehen, Einkaufen, Kulturbesuche, Fitness und Mannschaftssport sind deutlich einfacher. Welche Regeln und Beschränkungen jetzt in der Hauptstadt gelten und welche Lockerungen als nächstes geplant sind. Dies ist im Einzelnen ab Freitag geplant: KONTAKTBESCHRÄNKUNGEN: Draußen dürfen sich wieder zehn Menschen aus bis zu fünf Haushalten plus Kinder bis 14 Jahren treffen. In geschlossenen Räumen sind bis zu sechs Menschen aus drei Haushalten erlaubt. RESTAURANTS und KNEIPEN dürfen ihre Innenräume öffnen. Es gelten allerdings Personenbegrenzung, Reservierungs- und Testpflicht. Der Außenbereich darf ohne Tests besucht werden. Alkohol darf nun bis 24 Uhr ausgeschenkt und verkauft werden. Bisher galt die Sperre ab 23 Uhr. Vollständig Geimpfte und Genesene brauchen keinen Test vorlegen Alle GESCHÄFTE können Kunden ohne Tests – allerdings mit Masken – einlassen. FLOHMÄRKTE und Kunstmärkte sowie Spezialmärkte dürfen öffnen. VERANSTALTUNGEN IM FREIEN sind mit bis zu 500 Menschen möglich. Ab 250 Menschen gilt eine Testpflicht. Bei weniger Teilnehmern ist sie abhängig vom Hygienekonzept. VERANSTALTUNGEN IN GESCHLOSSENEN RÄUMEN sind mit bis zu 100 Menschen erlaubt; ab 11 Teilnehmern besteht Testpflicht. Ausnahmen gibt es bei maschineller Belüftung der Räume, dann können es deutlich mehr Menschen sein. KINOS, THEATER und KONZERTSÄLE öffnen wieder. Die Regeln sind wie bei den Veranstaltungen in geschlossenen Räumen. Für MUSEEN, GALERIEN UND GEDENKSTÄTTEN gelten Regeln wie im Einzelhandel. FREIZEITANGEBOTE im Freien werden erlaubt. Die Innenbereiche von Zoo, Tierpark und Botanischem Garten dürfen öffnen, allerdings besteht Reservierungs- und Testpflicht. FITNESS-, SPORT- UND TANZSTUDIOS dürfen mit einer begrenzten Anzahl von Menschen, Terminbuchung und Testpflicht öffnen. FREIBÄDER: Es sind 18 Frei-und Strandbäder in Berlin inzwischen geöffnet. Wer hingehen will, muss sich online ein Ticket zu einem festen Zeitfenster auf der Seite der Berliner Bäderbetriebe buchen. Besucher brauchen seit Freitag keinen negativen Corona-Test mehr. Bei SPORT IM FREIEN in Gruppen entfallen die bisherigen Obergrenzen. Für Erwachsene besteht Testpflicht.";[(739, 800), (899, 1037), (2160, 2264), (2094, 2159), (801, 834), (1651, 1775), (1776, 1895), (1608, 1650), (1534, 1607), (1419, 1533), (356, 561), (562, 738), (1038, 1201), (1202, 1418), (835, 898)]
